Department,Entity,Pay Date,Product Family,Expense area,Supplier Name,Transaction Number,Net Amount,,,,,,,,,,,,
DESNZ,UKAEA,28/11/2023,Engineering Goods,Fusion,ICS Cool Energy Ltd,5163981,"9,086.00",,,,,,,,,,,,
DESNZ,UKAEA,03/11/2023,Facilities,Fusion,ICS Cool Energy Ltd,5161908,612.00,,,,,,,,,,,,
DESNZ,UKAEA,28/11/2023,Facilities,Property,Idverde Ltd,5162024,"-3,429.00",,,,,,,,,,,,
DESNZ,UKAEA,28/11/2023,Facilities,Property,Idverde Ltd,5164159,"17,723.25",,,,,,,,,,,,
DESNZ,UKAEA,08/11/2023,Engineering Goods,Fusion,Igus UK Ltd,5162695,"1,632.00",,,,,,,,,,,,
DESNZ,UKAEA,28/11/2023,Engineering Goods,Other,Igus UK Ltd,5164038,"12,817.30",,,,,,,,,,,,
DESNZ,UKAEA,28/11/2023,Research,Other,Imperial College London - GBP,5164065,"7,000.00",,,,,,,,,,,,
DESNZ,UKAEA,28/11/2023,Engineering Goods,Fusion,Ind-Tech Ltd,5163889,709.20,,,,,,,,,,,,
DESNZ,UKAEA,08/11/2023,Engineering Goods,Fusion,Ind-Tech Ltd,5162434,"1,262.84",,,,,,,,,,,,
DESNZ,UKAEA,08/11/2023,Engineering Goods,Support Services,Ind-Tech Ltd,5162856,"2,235.76",,,,,,,,,,,,
DESNZ,UKAEA,28/11/2023,Engineering Goods,Other,Ind-Tech Ltd,5164089,672.80,,,,,,,,,,,,
DESNZ,UKAEA,28/11/2023,Engineering Goods,Other,Ind-Tech Ltd,5164079,675.42,,,,,,,,,,,,
DESNZ,UKAEA,13/11/2023,Engineering Goods,Other,Ind-Tech Ltd,5162948,795.23,,,,,,,,,,,,
DESNZ,UKAEA,28/11/2023,Engineering Goods,Other,Ind-Tech Ltd,5164118,875.36,,,,,,,,,,,,
DESNZ,UKAEA,15/11/2023,Engineering Goods,Other,Ind-Tech Ltd,5163295,"3,023.00",,,,,,,,,,,,
DESNZ,UKAEA,08/11/2023,Engineering Goods,Other,Ind-Tech Ltd,5162540,"5,381.23",,,,,,,,,,,,
DESNZ,UKAEA,08/11/2023,Learning and Development,Support Services,Insights Learning & Development Ltd,5162547,"7,500.00",,,,,,,,,,,,
DESNZ,UKAEA,15/11/2023,Facilities,Property,Inspectas Compliance Ltd,5163189,"1,500.00",,,,,,,,,,,,
DESNZ,UKAEA,06/11/2023,Facilities,Property,Inspectas Compliance Ltd,5162044,"4,380.00",,,,,,,,,,,,
DESNZ,UKAEA,06/11/2023,Facilities,Property,Inspectas Compliance Ltd,5162042,"10,025.00",,,,,,,,,,,,
DESNZ,UKAEA,06/11/2023,Facilities,Property,Inspectas Compliance Ltd,5162043,"21,950.00",,,,,,,,,,,,
DESNZ,UKAEA,06/11/2023,Facilities,Property,Inspectas Compliance Ltd,5162476,"28,500.00",,,,,,,,,,,,
DESNZ,UKAEA,06/11/2023,Facilities,Property,Inspectas Compliance Ltd,5162045,"30,000.00",,,,,,,,,,,,
DESNZ,UKAEA,28/11/2023,Learning and Development,Support Services,Institute of Risk Management,5164185,"2,195.00",,,,,,,,,,,,
DESNZ,UKAEA,28/11/2023,Learning and Development,Support Services,Institute of Risk Management,5164186,"2,195.00",,,,,,,,,,,,
DESNZ,UKAEA,28/11/2023,Learning and Development,Support Services,Institute of Risk Management,5164187,"2,195.00",,,,,,,,,,,,
DESNZ,UKAEA,28/11/2023,Learning and Development,Support Services,Institute of Risk Management,5164188,"2,195.00",,,,,,,,,,,,
DESNZ,UKAEA,22/11/2023,Learning and Development,Support Services,Institute of Risk Management,5163718,"3,495.00",,,,,,,,,,,,
DESNZ,UKAEA,03/11/2023,Learning and Development,Support Services,Institution of Mechanical Engineers,5161942,550.00,,,,,,,,,,,,
DESNZ,UKAEA,22/11/2023,ICT,Other,International Fire Consulting Ltd,5163745,"2,500.00",,,,,,,,,,,,
DESNZ,UKAEA,16/11/2023,Operational Goods,Fusion,IOP Publishing Ltd - GBP,5158192,"-2,230.00",,,,,,,,,,,,
DESNZ,UKAEA,03/11/2023,ICT,Fusion,IP Workstations LTD,5161745,"1,500.00",,,,,,,,,,,,
DESNZ,UKAEA,20/11/2023,Research,Other,IS-Instruments Ltd,5163526,"140,370.02",,,,,,,,,,,,
DESNZ,UKAEA,03/11/2023,Engineering Goods,Fusion,Island Optics Ltd,5162260,"2,293.00",,,,,,,,,,,,
DESNZ,UKAEA,28/11/2023,Engineering Goods,Fusion,Isocount Laboratory Services,5163909,"5,510.00",,,,,,,,,,,,
DESNZ,UKAEA,23/11/2023,Facilities,Property,Isotope Technologies Dresden GmbH,5163731,"155,061.21",,,,,,,,,,,,
DESNZ,UKAEA,03/11/2023,Facilities,Fusion,ITM Power (Trading) Limited,5161847,"4,230.00",,,,,,,,,,,,
DESNZ,UKAEA,03/11/2023,ICT,Property,Ivanti UK Ltd,5161795,"1,250.00",,,,,,,,,,,,
DESNZ,UKAEA,03/11/2023,Engineering Goods,Fusion,J & E Hall Ltd.,5161812,"1,157.50",,,,,,,,,,,,
DESNZ,UKAEA,13/11/2023,Engineering Goods,Fusion,J & E Hall Ltd.,5163040,"1,157.50",,,,,,,,,,,,
DESNZ,UKAEA,28/11/2023,Engineering Goods,Fusion,J & E Hall Ltd.,5163935,"1,238.33",,,,,,,,,,,,
DESNZ,UKAEA,03/11/2023,Communications,Fusion,J G Catering,5162028,598.00,,,,,,,,,,,,
DESNZ,UKAEA,28/11/2023,Professional Services,Other,JA Kemp,5164160,"3,437.50",,,,,,,,,,,,
DESNZ,UKAEA,22/11/2023,Facilities,Fusion,Jacobs Clean Energy Ltd - GBP,5163486,"18,745.09",,,,,,,,,,,,
DESNZ,UKAEA,06/11/2023,Facilities,Fusion,Jacobs Clean Energy Ltd - GBP,5161819,"26,264.41",,,,,,,,,,,,
DESNZ,UKAEA,06/11/2023,Facilities,Fusion,Jacobs Clean Energy Ltd - GBP,5161818,"6,597.50",,,,,,,,,,,,
DESNZ,UKAEA,06/11/2023,Consultancy - Other (per Cabinet Office definition),Other,Jacobs Clean Energy Ltd - GBP,5161882,"12,771.37",,,,,,,,,,,,
DESNZ,UKAEA,06/11/2023,Consultancy - Other (per Cabinet Office definition),Other,Jacobs Clean Energy Ltd - GBP,5161882,"12,771.37",,,,,,,,,,,,
DESNZ,UKAEA,16/11/2023,Research,Other,Jacobs U.K. Limited,5163423,"-32,416.67",,,,,,,,,,,,
DESNZ,UKAEA,16/11/2023,Research,Other,Jacobs U.K. Limited,5163451,"38,900.00",,,,,,,,,,,,
DESNZ,UKAEA,28/11/2023,Research,Other,Jacobs U.K. Limited,5163961,"108,166.67",,,,,,,,,,,,
DESNZ,UKAEA,06/11/2023,Consultancy - Other (per Cabinet Office definition),Fusion,Jacobs U.K. Limited,5162209,"7,378.62",,,,,,,,,,,,
DESNZ,UKAEA,28/11/2023,ICT,Support Services,Jigsaw Systems Ltd,5164076,"2,440.00",,,,,,,,,,,,
DESNZ,UKAEA,15/11/2023,Operational Goods,Fusion,Jisc Services Limited,5163284,"38,186.06",,,,,,,,,,,,
DESNZ,UKAEA,15/11/2023,Operational Goods,Fusion,Jisc Services Limited,5163284,"52,733.12",,,,,,,,,,,,
DESNZ,UKAEA,15/11/2023,Engineering Goods,Fusion,John G Peck Limited,5163345,"13,857.20",,,,,,,,,,,,
DESNZ,UKAEA,13/11/2023,Professional Services,Support Services,Keoghs,5162959,781.00,,,,,,,,,,,,
DESNZ,UKAEA,20/11/2023,Professional Services,Support Services,Keoghs,5163409,825.00,,,,,,,,,,,,
DESNZ,UKAEA,13/11/2023,Professional Services,Support Services,Keoghs,5162958,"1,866.00",,,,,,,,,,,,
DESNZ,UKAEA,08/11/2023,Construction,Property,Kier Construction Ltd PBACCDP,5162711,"2,343,316.00",,,,,,,,,,,,
DESNZ,UKAEA,08/11/2023,Engineering Goods,Other,Kinetic Solutions Group,5162595,"4,950.00",,,,,,,,,,,,
DESNZ,UKAEA,08/11/2023,Research,Fusion,King's College London,5162645,"28,888.25",,,,,,,,,,,,
DESNZ,UKAEA,20/11/2023,Engineering Goods,Fusion,Konecranes Demag (UK) Ltd,5163477,875.00,,,,,,,,,,,,
DESNZ,UKAEA,20/11/2023,Engineering Goods,Fusion,Konecranes Demag (UK) Ltd,5163475,"1,264.00",,,,,,,,,,,,
DESNZ,UKAEA,20/11/2023,Engineering Goods,Fusion,Konecranes Demag (UK) Ltd,5163473,"1,387.14",,,,,,,,,,,,
DESNZ,UKAEA,20/11/2023,Engineering Goods,Fusion,Konecranes Demag (UK) Ltd,5163476,"3,794.00",,,,,,,,,,,,
DESNZ,UKAEA,15/11/2023,Engineering Goods,Fusion,Konecranes Demag (UK) Ltd,5163210,"1,890.00",,,,,,,,,,,,
DESNZ,UKAEA,15/11/2023,ICT,Other,KUKA Robotics UK Limited,5163254,"13,498.40",,,,,,,,,,,,
DESNZ,UKAEA,03/11/2023,Engineering Goods,Fusion,Kurt J. Lesker Company Ltd,5162018,"4,522.28",,,,,,,,,,,,
DESNZ,UKAEA,03/11/2023,Office Solutions,Support Services,Kyocera Document Solutions (U.K) Ltd.,5159026,"-11,776.43",,,,,,,,,,,,
DESNZ,UKAEA,28/11/2023,Office Solutions,Support Services,Kyocera Document Solutions (U.K) Ltd.,5163979,"4,569.26",,,,,,,,,,,,
DESNZ,UKAEA,03/11/2023,Office Solutions,Support Services,Kyocera Document Solutions (U.K) Ltd.,5161713,"6,810.22",,,,,,,,,,,,
DESNZ,UKAEA,03/11/2023,Office Solutions,Support Services,Kyocera Document Solutions (U.K) Ltd.,5161860,"12,477.35",,,,,,,,,,,,
DESNZ,UKAEA,22/11/2023,ICT,Support Services,Labcenter Electronics Ltd,5163723,"12,042.00",,,,,,,,,,,,
DESNZ,UKAEA,15/11/2023,Engineering Goods,Other,Laser 2000 UK Ltd - GBP,5163320,"2,890.10",,,,,,,,,,,,
DESNZ,UKAEA,09/11/2023,Engineering Goods,Fusion,Laseroptik,5162110,"1,852.33",,,,,,,,,,,,
DESNZ,UKAEA,23/11/2023,Engineering Goods,Fusion,Laseroptik,5163615,"3,533.51",,,,,,,,,,,,
DESNZ,UKAEA,09/11/2023,Engineering Goods,Fusion,Laseroptik,5162109,"4,848.48",,,,,,,,,,,,
DESNZ,UKAEA,28/11/2023,Fleet,Property,Leaseplan UK Ltd T/A Automotive Leasing,5163995,"4,132.99",,,,,,,,,,,,
DESNZ,UKAEA,15/11/2023,Engineering Goods,Other,Lemo UK Ltd,5163319,568.10,,,,,,,,,,,,
DESNZ,UKAEA,03/11/2023,Engineering Goods,Other,Lemo UK Ltd,5162177,"3,084.10",,,,,,,,,,,,
DESNZ,UKAEA,03/11/2023,Engineering Goods,Fusion,Leybold UK Ltd,5161763,"1,255.54",,,,,,,,,,,,
DESNZ,UKAEA,08/11/2023,Engineering Goods,Fusion,Leybold UK Ltd,5162348,"1,738.95",,,,,,,,,,,,
DESNZ,UKAEA,15/11/2023,Engineering Goods,Fusion,Leybold UK Ltd,5163380,889.20,,,,,,,,,,,,
DESNZ,UKAEA,13/11/2023,Engineering Goods,Fusion,Leybold UK Ltd,5162866,"2,710.40",,,,,,,,,,,,
DESNZ,UKAEA,03/11/2023,Engineering Goods,Fusion,Life Safety Distribution GmbH,5162115,620.00,,,,,,,,,,,,
DESNZ,UKAEA,08/11/2023,Personnel Related,Support Services,LNRS Data Services Limited Ltd,5162454,"9,685.00",,,,,,,,,,,,
DESNZ,UKAEA,20/11/2023,ICT,Other,Logicalis UK Limited,5163530,"2,615.58",,,,,,,,,,,,
DESNZ,UKAEA,20/11/2023,Learning and Development,Support Services,London South Bank University,5163641,"6,935.00",,,,,,,,,,,,
DESNZ,UKAEA,03/11/2023,Learning and Development,Other,LRQA,5161747,"4,027.20",,,,,,,,,,,,
DESNZ,UKAEA,08/11/2023,Office Solutions,Fusion,Lyreco UK Limited,5162616,989.07,,,,,,,,,,,,
DESNZ,UKAEA,28/11/2023,Communications,Property,M Condron Ltd,5164060,"9,999.50",,,,,,,,,,,,
DESNZ,UKAEA,15/11/2023,Facilities,Other,M5tec Limited,5163182,"16,503.25",,,,,,,,,,,,
DESNZ,UKAEA,28/11/2023,Waste Management,Fusion,Machine Mart Ltd,5164083,772.89,,,,,,,,,,,,
DESNZ,UKAEA,20/11/2023,Engineering Goods,Property,Macks Coating Services Ltd,5163539,"2,929.50",,,,,,,,,,,,
DESNZ,UKAEA,28/11/2023,Operational Goods,Support Services,Make Up or Break Up Limited,5164149,"2,272.00",,,,,,,,,,,,
DESNZ,UKAEA,03/11/2023,Professional Services,Support Services,Managing For Quality Ltd (Mfq),5162094,"3,468.40",,,,,,,,,,,,
DESNZ,UKAEA,15/11/2023,Facilities,Property,Manufacturing Technology Centre,5163181,930.00,,,,,,,,,,,,
DESNZ,UKAEA,28/11/2023,Facilities,Property,Manufacturing Technology Centre,5164171,"1,722.00",,,,,,,,,,,,
DESNZ,UKAEA,28/11/2023,Engineering Goods,Property,Manufacturing Technology Centre,5164173,"3,600.00",,,,,,,,,,,,
DESNZ,UKAEA,28/11/2023,ICT,Property,Manufacturing Technology Centre,5164170,"7,095.25",,,,,,,,,,,,
DESNZ,UKAEA,20/11/2023,ICT,Property,Manufacturing Technology Centre,5163531,"42,033.64",,,,,,,,,,,,
DESNZ,UKAEA,28/11/2023,Engineering Goods,Property,Manufacturing Technology Centre,5164175,"71,340.00",,,,,,,,,,,,
DESNZ,UKAEA,28/11/2023,Engineering Goods,Property,Manufacturing Technology Centre,5164172,"80,000.00",,,,,,,,,,,,
DESNZ,UKAEA,28/11/2023,Engineering Goods,Fusion,Manutan UK Limited,5163887,540.00,,,,,,,,,,,,
DESNZ,UKAEA,13/11/2023,Engineering Goods,Fusion,Martins Rubber Company Ltd,5163001,"4,225.49",,,,,,,,,,,,
DESNZ,UKAEA,29/11/2023,ICT,Fusion,MatchID NV,5164244,"9,600.07",,,,,,,,,,,,
DESNZ,UKAEA,08/11/2023,Personnel Related,Support Services,Matchtech Group plc,5162863,"7,291.05",,,,,,,,,,,,
DESNZ,UKAEA,28/11/2023,Research,Fusion,Materials Processing Institute,5163987,"10,000.00",,,,,,,,,,,,
DESNZ,UKAEA,03/11/2023,Engineering Goods,Other,Mayr Transmissions Ltd,5161725,"5,954.96",,,,,,,,,,,,
DESNZ,UKAEA,29/11/2023,Engineering Goods,Fusion,MBraun Inertgas-Systeme GmbH,5163946,"68,327.98",,,,,,,,,,,,
DESNZ,UKAEA,03/11/2023,Professional Services,Property,McBains Ltd,5161979,"6,415.94",,,,,,,,,,,,
DESNZ,UKAEA,03/11/2023,Professional Services,Property,McBains Ltd,5161980,"8,155.29",,,,,,,,,,,,
DESNZ,UKAEA,15/11/2023,Construction,Property,McLaughlin & Harvey Ltd - Main Gate PBA,5163108,"281,028.00",,,,,,,,,,,,
DESNZ,UKAEA,06/11/2023,Construction,Property,McLaughlin & Harvey Ltd - PBA: Offices,5161932,"1,067,231.60",,,,,,,,,,,,
DESNZ,UKAEA,22/11/2023,ICT,Fusion,Media Resources,5163775,500.00,,,,,,,,,,,,
DESNZ,UKAEA,29/11/2023,Engineering Goods,Fusion,Melcom Electronics,5163969,"4,903.73",,,,,,,,,,,,
DESNZ,UKAEA,03/11/2023,Learning and Development,Fusion,Method Functional Safety Ltd.,5162169,525.00,,,,,,,,,,,,
DESNZ,UKAEA,03/11/2023,Learning and Development,Fusion,Method Functional Safety Ltd.,5162239,"2,350.00",,,,,,,,,,,,
DESNZ,UKAEA,22/11/2023,Engineering Goods,Other,MetPrep Ltd.,5163725,687.10,,,,,,,,,,,,
DESNZ,UKAEA,03/11/2023,Engineering Goods,Fusion,Metspin Ltd,5162112,983.80,,,,,,,,,,,,
DESNZ,UKAEA,20/11/2023,Engineering Goods,Fusion,Metspin Ltd,5163622,983.80,,,,,,,,,,,,
DESNZ,UKAEA,13/11/2023,Engineering Goods,Fusion,Metspin Ltd,5163034,"1,004.85",,,,,,,,,,,,
DESNZ,UKAEA,20/11/2023,Engineering Goods,Fusion,Metspin Ltd,5163623,"1,815.50",,,,,,,,,,,,
DESNZ,UKAEA,20/11/2023,Engineering Goods,Fusion,Metspin Ltd,5163616,"1,821.50",,,,,,,,,,,,
DESNZ,UKAEA,13/11/2023,Engineering Goods,Fusion,Metspin Ltd,5163033,"1,971.70",,,,,,,,,,,,
DESNZ,UKAEA,03/11/2023,Engineering Goods,Fusion,Metspin Ltd,5162262,"2,004.90",,,,,,,,,,,,
DESNZ,UKAEA,22/11/2023,ICT,Support Services,Microsoft Ltd,5163797,"77,408.00",,,,,,,,,,,,
DESNZ,UKAEA,06/11/2023,Construction,Fusion,Mildren Construction Ltd,5161678,"35,604.47",,,,,,,,,,,,
DESNZ,UKAEA,15/11/2023,Construction,Property,Mildren Construction Ltd,5163120,"14,152.35",,,,,,,,,,,,
DESNZ,UKAEA,15/11/2023,Construction,Property,Mildren Construction Ltd,5163120,"23,983.80",,,,,,,,,,,,
DESNZ,UKAEA,22/11/2023,ICT,Fusion,Millgate Limited,5163779,"2,472.51",,,,,,,,,,,,
DESNZ,UKAEA,08/11/2023,Engineering Goods,Fusion,MKS Instrument UK Limited,5162765,"6,098.00",,,,,,,,,,,,
DESNZ,UKAEA,20/11/2023,Engineering Goods,Other,Mouser Electronics,5163571,"2,006.00",,,,,,,,,,,,
DESNZ,UKAEA,15/11/2023,Engineering Goods,Other,Mouser Electronics,5163296,"3,365.67",,,,,,,,,,,,
DESNZ,UKAEA,28/11/2023,Engineering Goods,Other,Mouser Electronics,5164210,"6,731.34",,,,,,,,,,,,
DESNZ,UKAEA,23/11/2023,Engineering Goods,Fusion,Nanjing Co-Energy Optical Crystal Co. Ltd,5163524,897.67,,,,,,,,,,,,
DESNZ,UKAEA,03/11/2023,Energy and Fuels,Fusion,National Grid Plc,5162084,"3,379.62",,,,,,,,,,,,
DESNZ,UKAEA,29/11/2023,Research,Fusion,National Nuclear Laboratory Limited (NNL),5163927,"12,601.20",,,,,,,,,,,,
DESNZ,UKAEA,29/11/2023,Research,Fusion,National Nuclear Laboratory Limited (NNL),5163928,"87,618.51",,,,,,,,,,,,
DESNZ,UKAEA,28/11/2023,Facilities,Property,Nationwide Facilities Ltd,5164002,500.00,,,,,,,,,,,,
DESNZ,UKAEA,15/11/2023,Professional Services,Property,Neos Networks Limited,5163105,"1,515.68",,,,,,,,,,,,
DESNZ,UKAEA,28/11/2023,ICT,Property,Network Installation Solutions Ltd,5164125,"1,050.00",,,,,,,,,,,,
DESNZ,UKAEA,28/11/2023,ICT,Fusion,Network Installation Solutions Ltd,5164124,"1,890.00",,,,,,,,,,,,
DESNZ,UKAEA,28/11/2023,ICT,Support Services,Network Installation Solutions Ltd,5164130,715.00,,,,,,,,,,,,
DESNZ,UKAEA,28/11/2023,ICT,Support Services,Network Installation Solutions Ltd,5164134,720.00,,,,,,,,,,,,
DESNZ,UKAEA,28/11/2023,ICT,Support Services,Network Installation Solutions Ltd,5164135,740.00,,,,,,,,,,,,
DESNZ,UKAEA,28/11/2023,ICT,Support Services,Network Installation Solutions Ltd,5164132,810.00,,,,,,,,,,,,
DESNZ,UKAEA,28/11/2023,ICT,Support Services,Network Installation Solutions Ltd,5164127,845.00,,,,,,,,,,,,
DESNZ,UKAEA,28/11/2023,ICT,Property,Network Installation Solutions Ltd,5164126,"2,450.00",,,,,,,,,,,,
DESNZ,UKAEA,28/11/2023,ICT,Fusion,Network Installation Solutions Ltd,5164133,"1,095.00",,,,,,,,,,,,
DESNZ,UKAEA,03/11/2023,Engineering Goods,Other,Netzsch Thermal Instruments UK Ltd,5161895,811.20,,,,,,,,,,,,
DESNZ,UKAEA,13/11/2023,Learning and Development,Support Services,Neurodiversity Specialists,5162927,850.00,,,,,,,,,,,,
DESNZ,UKAEA,22/11/2023,Waste Management,Fusion,New Pig Ltd,5163707,"1,654.83",,,,,,,,,,,,
DESNZ,UKAEA,16/11/2023,Communications,Property,New Scientist,5161292,"-7,500.00",,,,,,,,,,,,
DESNZ,UKAEA,03/11/2023,Engineering Goods,Other,Newwood Solutions Limited,5161701,"15,000.00",,,,,,,,,,,,
DESNZ,UKAEA,09/11/2023,Engineering Goods,Other,Nortemecanica S A,5162699,"1,561.95",,,,,,,,,,,,
DESNZ,UKAEA,09/11/2023,Engineering Goods,Other,Nortemecanica S A,5162696,"76,117.80",,,,,,,,,,,,
DESNZ,UKAEA,16/11/2023,Professional Services,Fusion,NRB SA,5163290,"8,837.84",,,,,,,,,,,,
DESNZ,UKAEA,23/11/2023,Professional Services,Fusion,NRB SA,5163510,"14,692.80",,,,,,,,,,,,
DESNZ,UKAEA,23/11/2023,Professional Services,Fusion,NRB SA,5163683,"16,554.24",,,,,,,,,,,,
DESNZ,UKAEA,03/11/2023,Consultancy - Other (per Cabinet Office definition),Fusion,Nuclear Industry Association,5161159,552.75,,,,,,,,,,,,
DESNZ,UKAEA,15/11/2023,Facilities,Fusion,Nuvia Limited,5163132,"12,257.85",,,,,,,,,,,,
DESNZ,UKAEA,22/11/2023,Personnel Related,Fusion,Nuvia Limited,5163753,"20,634.90",,,,,,,,,,,,
DESNZ,UKAEA,15/11/2023,Facilities,Other,Nuvia Limited,5162963,"18,120.00",,,,,,,,,,,,
DESNZ,UKAEA,22/11/2023,Facilities,Fusion,Nuvia Limited,5163796,"10,573.50",,,,,,,,,,,,
DESNZ,UKAEA,15/11/2023,ICT,Support Services,O2 UK Ltd,5163310,877.00,,,,,,,,,,,,
DESNZ,UKAEA,15/11/2023,ICT,Support Services,O2 UK Ltd,5163309,"1,102.73",,,,,,,,,,,,
DESNZ,UKAEA,15/11/2023,Facilities,Fusion,OCS Group UK Ltd,5163337,"3,475.73",,,,,,,,,,,,
DESNZ,UKAEA,15/11/2023,Facilities,Fusion,OCS Group UK Ltd,5163336,"4,088.44",,,,,,,,,,,,
DESNZ,UKAEA,15/11/2023,Facilities,Property,OCS Group UK Ltd,5163336,532.97,,,,,,,,,,,,
DESNZ,UKAEA,15/11/2023,Facilities,Property,OCS Group UK Ltd,5163337,"1,158.57",,,,,,,,,,,,
DESNZ,UKAEA,15/11/2023,Facilities,Property,OCS Group UK Ltd,5163341,"1,222.97",,,,,,,,,,,,
DESNZ,UKAEA,15/11/2023,Facilities,Property,OCS Group UK Ltd,5163337,"3,089.53",,,,,,,,,,,,
DESNZ,UKAEA,15/11/2023,Facilities,Property,OCS Group UK Ltd,5163336,"3,893.72",,,,,,,,,,,,
DESNZ,UKAEA,28/11/2023,ICT,Support Services,Odyssey Interactive Ltd - t/a Interact,5164040,"87,120.00",,,,,,,,,,,,
DESNZ,UKAEA,03/11/2023,Engineering Goods,Support Services,Olson Electronics Ltd,5161857,931.44,,,,,,,,,,,,
DESNZ,UKAEA,22/11/2023,Engineering Goods,Fusion,Omega Engineering Ltd,5163814,515.22,,,,,,,,,,,,
DESNZ,UKAEA,03/11/2023,Engineering Goods,Fusion,Omega Engineering Ltd,5161664,523.13,,,,,,,,,,,,
DESNZ,UKAEA,15/11/2023,ICT,Support Services,Omniplex (Group) Ltd,5163164,"5,906.25",,,,,,,,,,,,
DESNZ,UKAEA,13/11/2023,Engineering Goods,Fusion,Op-Tec Systems Ltd,5163066,"1,190.83",,,,,,,,,,,,
DESNZ,UKAEA,08/11/2023,Construction,Other,Optimum Electrical Engineering Limited,5162775,"104,271.79",,,,,,,,,,,,
DESNZ,UKAEA,20/11/2023,ICT,Fusion,Oracle Corporation UK Limited,5163527,"2,500.00",,,,,,,,,,,,
DESNZ,UKAEA,15/11/2023,ICT,Other,Oracle Corporation UK Limited,5163360,534.30,,,,,,,,,,,,
DESNZ,UKAEA,28/11/2023,Consultancy - Other (per Cabinet Office definition),Fusion,Ove Arup & Partners,5163827,"20,550.00",,,,,,,,,,,,
DESNZ,UKAEA,13/11/2023,Engineering Goods,Fusion,Oxford Bolts & Bearings,5162941,807.77,,,,,,,,,,,,
DESNZ,UKAEA,13/11/2023,Engineering Goods,Fusion,Oxford Bolts & Bearings,5162942,"2,944.00",,,,,,,,,,,,
DESNZ,UKAEA,15/11/2023,Engineering Goods,Fusion,Oxford Bolts & Bearings,5163207,"1,032.34",,,,,,,,,,,,
DESNZ,UKAEA,03/11/2023,Learning and Development,Fusion,Oxford Professional Education Group Limited,5162065,865.00,,,,,,,,,,,,
DESNZ,UKAEA,03/11/2023,Learning and Development,Support Services,Oxford SAID Business School Limited,5162251,"10,450.00",,,,,,,,,,,,
DESNZ,UKAEA,16/11/2023,Research,Other,Oxford Sigma Ltd,5163418,"-145,677.02",,,,,,,,,,,,
DESNZ,UKAEA,07/11/2023,Research,Other,Oxford Sigma Ltd,5162807,"65,370.66",,,,,,,,,,,,
DESNZ,UKAEA,16/11/2023,Research,Other,Oxford Sigma Ltd,5163450,"174,812.42",,,,,,,,,,,,
DESNZ,UKAEA,13/11/2023,Construction,Property,Oxfordshire County Council,5163021,"772,637.80",,,,,,,,,,,,
DESNZ,UKAEA,28/11/2023,Engineering Goods,Fusion,Oxfordshire County Council,5163899,"2,850.00",,,,,,,,,,,,
DESNZ,UKAEA,23/11/2023,Engineering Goods,Fusion,Parcop S.r.l.,5163751,"1,338.16",,,,,,,,,,,,
DESNZ,UKAEA,28/11/2023,Professional Services,Fusion,Patentest UK Ltd,5164155,"1,230.00",,,,,,,,,,,,
DESNZ,UKAEA,28/11/2023,Professional Services,Fusion,Patentest UK Ltd,5164161,"1,230.00",,,,,,,,,,,,
DESNZ,UKAEA,28/11/2023,Professional Services,Fusion,Patentest UK Ltd,5164162,"1,230.00",,,,,,,,,,,,
DESNZ,UKAEA,22/11/2023,Engineering Goods,Other,PDL Solutions (Europe) Limited,5163698,"2,805.84",,,,,,,,,,,,
DESNZ,UKAEA,13/11/2023,Personnel Related,Fusion,Pearces Private Hire Limited,5162868,"3,195.00",,,,,,,,,,,,
DESNZ,UKAEA,08/11/2023,Professional Services,Fusion,Pelican Software Ltd,5162793,"7,999.13",,,,,,,,,,,,
DESNZ,UKAEA,03/11/2023,Personnel Related,Support Services,People Asset Management Ltd,5161968,"12,439.79",,,,,,,,,,,,
DESNZ,UKAEA,03/11/2023,Engineering Goods,Fusion,Pfeiffer Vacuum UK,5161873,516.46,,,,,,,,,,,,
DESNZ,UKAEA,28/11/2023,Engineering Goods,Fusion,Pfeiffer Vacuum UK,5164136,"17,082.45",,,,,,,,,,,,
DESNZ,UKAEA,28/11/2023,Engineering Goods,Fusion,Pfeiffer Vacuum UK,5163850,846.11,,,,,,,,,,,,
DESNZ,UKAEA,28/11/2023,Waste Management,Fusion,Phoenix Dosimetry Ltd,5163900,"1,366.00",,,,,,,,,,,,
DESNZ,UKAEA,03/11/2023,Consultancy - Other (per Cabinet Office definition),Property,Pink Elephant EMEA Ltd,5162005,"5,215.00",,,,,,,,,,,,
DESNZ,UKAEA,15/11/2023,Learning and Development,Fusion,PPL PRS Ltd,5163183,"7,800.00",,,,,,,,,,,,
DESNZ,UKAEA,28/11/2023,Learning and Development,Support Services,Premier People Solutions T/A Premier Partnership,5164070,550.00,,,,,,,,,,,,
DESNZ,UKAEA,08/11/2023,Learning and Development,Support Services,Premier People Solutions T/A Premier Partnership,5162697,594.00,,,,,,,,,,,,
DESNZ,UKAEA,03/11/2023,Learning and Development,Support Services,Premier People Solutions T/A Premier Partnership,5162302,895.00,,,,,,,,,,,,
DESNZ,UKAEA,03/11/2023,Learning and Development,Support Services,Premier People Solutions T/A Premier Partnership,5162303,895.00,,,,,,,,,,,,
DESNZ,UKAEA,22/11/2023,Learning and Development,Support Services,Premier People Solutions T/A Premier Partnership,5163678,895.00,,,,,,,,,,,,
