Department,Entity,Pay Date,Product Family,Expense area,Supplier Name,Transaction Number,Net Amount,,,,,,,,,,,,
DESNZ,UKAEA,15/11/2023,Research,Other,Cal Gavin Ltd,5163361,"200,000.00",,,,,,,,,,,,
DESNZ,UKAEA,08/11/2023,Engineering Goods,Fusion,Cambridge Sensotec Ltd,5162634,"7,420.00",,,,,,,,,,,,
DESNZ,UKAEA,13/11/2023,Professional Services,Property,Carter Jonas LLP,5163107,860.00,,,,,,,,,,,,
DESNZ,UKAEA,28/11/2023,Professional Services,Property,Carter Jonas LLP,5164143,"1,080.00",,,,,,,,,,,,
DESNZ,UKAEA,03/11/2023,Professional Services,Property,Carter Jonas LLP,5161914,535.50,,,,,,,,,,,,
DESNZ,UKAEA,08/11/2023,Professional Services,Property,Carter Jonas LLP,5162708,"2,597.50",,,,,,,,,,,,
DESNZ,UKAEA,03/11/2023,Professional Services,Property,Carter Jonas LLP,5161978,"5,676.00",,,,,,,,,,,,
DESNZ,UKAEA,03/11/2023,Professional Services,Fusion,Carter Jonas LLP,5162274,"4,000.00",,,,,,,,,,,,
DESNZ,UKAEA,03/11/2023,Professional Services,Fusion,Carter Jonas LLP,5161977,"12,500.00",,,,,,,,,,,,
DESNZ,UKAEA,13/11/2023,Facilities,Fusion,CBRE Ltd,5163089,"46,875.00",,,,,,,,,,,,
DESNZ,UKAEA,08/11/2023,Engineering Goods,Fusion,Central Metal and Alloys Ltd,5162344,594.00,,,,,,,,,,,,
DESNZ,UKAEA,08/11/2023,Engineering Goods,Fusion,Central Metal and Alloys Ltd,5162344,594.00,,,,,,,,,,,,
DESNZ,UKAEA,15/11/2023,Engineering Goods,Support Services,Certas Energy UK Ltd,5163326,512.40,,,,,,,,,,,,
DESNZ,UKAEA,08/11/2023,Personnel Related,Support Services,CGI IT UK Limited,5160610,"8,034.38",,,,,,,,,,,,
DESNZ,UKAEA,08/11/2023,ICT,Fusion,Cinos Limited,5162717,"1,147.50",,,,,,,,,,,,
DESNZ,UKAEA,28/11/2023,Engineering Goods,Property,City Electrical Factors,5163880,540.00,,,,,,,,,,,,
DESNZ,UKAEA,15/11/2023,Engineering Goods,Property,City Electrical Factors,5163205,571.87,,,,,,,,,,,,
DESNZ,UKAEA,03/11/2023,Engineering Goods,Property,City Electrical Factors,5162079,602.50,,,,,,,,,,,,
DESNZ,UKAEA,28/11/2023,Engineering Goods,Property,City Electrical Factors,5163886,611.20,,,,,,,,,,,,
DESNZ,UKAEA,28/11/2023,Engineering Goods,Fusion,CK Isotopes Limited,5164039,"44,850.00",,,,,,,,,,,,
DESNZ,UKAEA,28/11/2023,Travel,Support Services,Clarity Travel Limited,5164223,"12,439.78",,,,,,,,,,,,
DESNZ,UKAEA,28/11/2023,Travel,Support Services,Clarity Travel Limited,5164223,"50,699.94",,,,,,,,,,,,
DESNZ,UKAEA,28/11/2023,Travel,Support Services,Clarity Travel Limited,5164223,"152,217.46",,,,,,,,,,,,
DESNZ,UKAEA,20/11/2023,Engineering Goods,Fusion,CMR Controls,5163419,890.00,,,,,,,,,,,,
DESNZ,UKAEA,08/11/2023,Engineering Goods,Fusion,CMR Controls,5162583,910.00,,,,,,,,,,,,
DESNZ,UKAEA,03/11/2023,Communications,Support Services,Colyer Group Ltd,5162053,523.21,,,,,,,,,,,,
DESNZ,UKAEA,03/11/2023,ICT,Fusion,Computacenter UK Ltd,5161955,"1,302.00",,,,,,,,,,,,
DESNZ,UKAEA,22/11/2023,ICT,Fusion,Computacenter UK Ltd,5163781,"1,400.58",,,,,,,,,,,,
DESNZ,UKAEA,08/11/2023,ICT,Fusion,Computacenter UK Ltd,5162589,694.96,,,,,,,,,,,,
DESNZ,UKAEA,03/11/2023,ICT,Support Services,Computacenter UK Ltd,5161925,"2,563.52",,,,,,,,,,,,
DESNZ,UKAEA,08/11/2023,ICT,Support Services,Computacenter UK Ltd,5162598,"2,603.75",,,,,,,,,,,,
DESNZ,UKAEA,22/11/2023,ICT,Other,Computacenter UK Ltd,5163780,"2,595.93",,,,,,,,,,,,
DESNZ,UKAEA,03/11/2023,ICT,Other,Computacenter UK Ltd,5161952,"20,796.40",,,,,,,,,,,,
DESNZ,UKAEA,08/11/2023,ICT,Fusion,Computacenter UK Ltd,5162591,"5,364.45",,,,,,,,,,,,
DESNZ,UKAEA,28/11/2023,Facilities,Fusion,CPS Ltd,5164055,656.09,,,,,,,,,,,,
DESNZ,UKAEA,13/11/2023,Facilities,Fusion,CPS Ltd,5163140,"2,429.78",,,,,,,,,,,,
DESNZ,UKAEA,13/11/2023,Engineering Goods,Fusion,CPS Ltd,5163081,"4,817.05",,,,,,,,,,,,
DESNZ,UKAEA,22/11/2023,Engineering Goods,Fusion,Crowcon Detection Instruments Ltd,5163820,"1,520.00",,,,,,,,,,,,
DESNZ,UKAEA,28/11/2023,Engineering Goods,Other,Crowcon Detection Instruments Ltd,5163919,"1,624.00",,,,,,,,,,,,
DESNZ,UKAEA,15/11/2023,Engineering Goods,Other,Crowcon Detection Instruments Ltd,5163324,"3,193.60",,,,,,,,,,,,
DESNZ,UKAEA,03/11/2023,Engineering Goods,Other,Crowcon Detection Instruments Ltd,5161845,"3,775.00",,,,,,,,,,,,
DESNZ,UKAEA,03/11/2023,ICT,Support Services,CSI Britain Limited,5161764,"1,990.00",,,,,,,,,,,,
DESNZ,UKAEA,16/11/2023,Engineering Goods,Fusion,CTVM,5163099,"41,202.61",,,,,,,,,,,,
DESNZ,UKAEA,20/11/2023,Facilities,Other,Cumberland Council,5163624,"1,309.16",,,,,,,,,,,,
DESNZ,UKAEA,15/11/2023,Facilities,Other,Cumberland Council,5163384,"1,452.63",,,,,,,,,,,,
DESNZ,UKAEA,28/11/2023,Engineering Goods,Fusion,Dairy Pipe Lines Ltd,5163840,"2,140.31",,,,,,,,,,,,
DESNZ,UKAEA,28/11/2023,Facilities,Fusion,Dalkia Operations Ltd,5163882,698.34,,,,,,,,,,,,
DESNZ,UKAEA,28/11/2023,Facilities,Fusion,Dalkia Operations Ltd,5163898,"5,638.38",,,,,,,,,,,,
DESNZ,UKAEA,28/11/2023,Facilities,Property,Dalkia Operations Ltd,5163882,698.34,,,,,,,,,,,,
DESNZ,UKAEA,22/11/2023,Facilities,Property,Dalkia Operations Ltd,5163765,"3,908.25",,,,,,,,,,,,
DESNZ,UKAEA,28/11/2023,Facilities,Property,Dalkia Operations Ltd,5163898,"5,638.38",,,,,,,,,,,,
DESNZ,UKAEA,06/11/2023,Facilities,Fusion,Dalkia Operations Ltd,5161808,"3,520.00",,,,,,,,,,,,
DESNZ,UKAEA,06/11/2023,Facilities,Fusion,Dalkia Operations Ltd,5161809,"5,280.00",,,,,,,,,,,,
DESNZ,UKAEA,06/11/2023,Facilities,Fusion,Dalkia Operations Ltd,5161885,"8,245.73",,,,,,,,,,,,
DESNZ,UKAEA,22/11/2023,Facilities,Fusion,Dalkia Operations Ltd,5163773,"54,051.17",,,,,,,,,,,,
DESNZ,UKAEA,06/11/2023,Facilities,Fusion,Dalkia Operations Ltd,5161884,"88,479.12",,,,,,,,,,,,
DESNZ,UKAEA,06/11/2023,Facilities,Support Services,Dalkia Operations Ltd,5161811,503.52,,,,,,,,,,,,
DESNZ,UKAEA,22/11/2023,Facilities,Property,Dalkia Operations Ltd,5163773,"3,031.05",,,,,,,,,,,,
DESNZ,UKAEA,06/11/2023,Facilities,Property,Dalkia Operations Ltd,5161885,"3,997.88",,,,,,,,,,,,
DESNZ,UKAEA,06/11/2023,Facilities,Property,Dalkia Operations Ltd,5161885,"4,850.00",,,,,,,,,,,,
DESNZ,UKAEA,06/11/2023,Facilities,Property,Dalkia Operations Ltd,5161884,"5,689.00",,,,,,,,,,,,
DESNZ,UKAEA,22/11/2023,Facilities,Property,Dalkia Operations Ltd,5163773,"6,782.40",,,,,,,,,,,,
DESNZ,UKAEA,06/11/2023,Facilities,Property,Dalkia Operations Ltd,5161885,"19,549.06",,,,,,,,,,,,
DESNZ,UKAEA,06/11/2023,Facilities,Property,Dalkia Operations Ltd,5161973,"22,264.00",,,,,,,,,,,,
DESNZ,UKAEA,06/11/2023,Facilities,Property,Dalkia Operations Ltd,5161884,"22,387.29",,,,,,,,,,,,
DESNZ,UKAEA,22/11/2023,Facilities,Property,Dalkia Operations Ltd,5163773,"42,043.95",,,,,,,,,,,,
DESNZ,UKAEA,06/11/2023,Facilities,Property,Dalkia Operations Ltd,5161884,"74,031.69",,,,,,,,,,,,
DESNZ,UKAEA,08/11/2023,ICT,Fusion,Dassault Systemes UK Ltd,5162782,"127,501.00",,,,,,,,,,,,
DESNZ,UKAEA,13/11/2023,ICT,Fusion,Data Comms Direct Ltd,5162931,718.15,,,,,,,,,,,,
DESNZ,UKAEA,03/11/2023,Professional Services,Fusion,DBD Limited,5161871,"8,588.19",,,,,,,,,,,,
DESNZ,UKAEA,28/11/2023,Professional Services,Fusion,DBD Limited,5163962,"99,269.78",,,,,,,,,,,,
DESNZ,UKAEA,03/11/2023,ICT,Support Services,Dell Corporation Ltd,5161913,"2,714.94",,,,,,,,,,,,
DESNZ,UKAEA,03/11/2023,ICT,Fusion,Dell Corporation Ltd,5161659,"10,125.03",,,,,,,,,,,,
DESNZ,UKAEA,20/11/2023,Waste Management,Fusion,DeterTech UK,5163610,"1,000.00",,,,,,,,,,,,
DESNZ,UKAEA,13/11/2023,Engineering Goods,Fusion,Digi-Key Corporation,5163127,640.00,,,,,,,,,,,,
DESNZ,UKAEA,20/11/2023,Research,Other,DigiLab Solutions Ltd,5163606,"20,700.00",,,,,,,,,,,,
DESNZ,UKAEA,20/11/2023,Research,Other,DigiLab Solutions Ltd,5163604,"20,700.32",,,,,,,,,,,,
DESNZ,UKAEA,20/11/2023,Research,Other,DigiLab Solutions Ltd,5163605,"21,313.91",,,,,,,,,,,,
DESNZ,UKAEA,20/11/2023,Communications,Support Services,Digipress,5163489,"8,019.60",,,,,,,,,,,,
DESNZ,UKAEA,28/11/2023,ICT,Fusion,Digital Science UK Limited,5164012,749.00,,,,,,,,,,,,
DESNZ,UKAEA,22/11/2023,Research,Other,Duality Quantum Photonics Ltd,5163691,"228,185.64",,,,,,,,,,,,
DESNZ,UKAEA,15/11/2023,Engineering Goods,Property,DWE Scientific,5163246,"2,274.00",,,,,,,,,,,,
DESNZ,UKAEA,20/11/2023,Travel,Fusion,Earth Trust,5163479,"1,600.00",,,,,,,,,,,,
DESNZ,UKAEA,20/11/2023,Professional Services,Property,Eastdil Secured Limited,5163414,"15,000.00",,,,,,,,,,,,
DESNZ,UKAEA,22/11/2023,Engineering Goods,Other,Eastwood (sound and vision) Ltd,5163746,"13,733.40",,,,,,,,,,,,
DESNZ,UKAEA,15/11/2023,Learning and Development,Fusion,Eastwood Park Limited,5163327,"1,616.00",,,,,,,,,,,,
DESNZ,UKAEA,22/11/2023,Energy and Fuels,Fusion,EDF Energy,5163747,"52,538.43",,,,,,,,,,,,
DESNZ,UKAEA,22/11/2023,Energy and Fuels,Fusion,EDF Energy,5163747,"262,618.48",,,,,,,,,,,,
DESNZ,UKAEA,08/11/2023,Energy and Fuels,Fusion,EDF Energy,5162859,"921,273.40",,,,,,,,,,,,
DESNZ,UKAEA,08/11/2023,Energy and Fuels,Fusion,EDF Energy,5162768,"22,248.89",,,,,,,,,,,,
DESNZ,UKAEA,08/11/2023,Energy and Fuels,Property,EDF Energy,5162751,615.11,,,,,,,,,,,,
DESNZ,UKAEA,08/11/2023,Energy and Fuels,Property,EDF Energy,5162759,671.62,,,,,,,,,,,,
DESNZ,UKAEA,08/11/2023,Energy and Fuels,Property,EDF Energy,5162767,933.20,,,,,,,,,,,,
DESNZ,UKAEA,08/11/2023,Energy and Fuels,Property,EDF Energy,5162743,958.42,,,,,,,,,,,,
DESNZ,UKAEA,08/11/2023,Energy and Fuels,Property,EDF Energy,5162744,"1,271.74",,,,,,,,,,,,
DESNZ,UKAEA,08/11/2023,Energy and Fuels,Property,EDF Energy,5162747,"1,744.59",,,,,,,,,,,,
DESNZ,UKAEA,08/11/2023,Energy and Fuels,Property,EDF Energy,5162752,"1,920.95",,,,,,,,,,,,
DESNZ,UKAEA,08/11/2023,Energy and Fuels,Property,EDF Energy,5162770,"2,178.23",,,,,,,,,,,,
DESNZ,UKAEA,08/11/2023,Energy and Fuels,Property,EDF Energy,5162740,"3,655.18",,,,,,,,,,,,
DESNZ,UKAEA,08/11/2023,Energy and Fuels,Property,EDF Energy,5162769,"4,539.42",,,,,,,,,,,,
DESNZ,UKAEA,08/11/2023,Energy and Fuels,Property,EDF Energy,5162761,"4,937.59",,,,,,,,,,,,
DESNZ,UKAEA,28/11/2023,Energy and Fuels,Property,EDF Energy,5164174,"6,926.85",,,,,,,,,,,,
DESNZ,UKAEA,08/11/2023,Energy and Fuels,Property,EDF Energy,5162762,"7,357.04",,,,,,,,,,,,
DESNZ,UKAEA,08/11/2023,Energy and Fuels,Property,EDF Energy,5162758,"8,598.21",,,,,,,,,,,,
DESNZ,UKAEA,08/11/2023,Energy and Fuels,Property,EDF Energy,5162760,"9,524.36",,,,,,,,,,,,
DESNZ,UKAEA,08/11/2023,Energy and Fuels,Property,EDF Energy,5162750,"27,597.00",,,,,,,,,,,,
DESNZ,UKAEA,08/11/2023,Energy and Fuels,Property,EDF Energy,5162742,"34,458.19",,,,,,,,,,,,
DESNZ,UKAEA,08/11/2023,Energy and Fuels,Property,EDF Energy,5162748,"50,069.11",,,,,,,,,,,,
DESNZ,UKAEA,28/11/2023,Energy and Fuels,Property,EDF Energy,5164178,"58,989.45",,,,,,,,,,,,
DESNZ,UKAEA,08/11/2023,Energy and Fuels,Property,EDF Energy,5162749,"60,887.56",,,,,,,,,,,,
DESNZ,UKAEA,08/11/2023,Energy and Fuels,Property,EDF Energy,5162757,"64,802.46",,,,,,,,,,,,
DESNZ,UKAEA,13/11/2023,Engineering Goods,Fusion,Edm Precision Technologies Ltd,5162954,"1,190.00",,,,,,,,,,,,
DESNZ,UKAEA,13/11/2023,Engineering Goods,Fusion,Edm Precision Technologies Ltd,5162874,890.00,,,,,,,,,,,,
DESNZ,UKAEA,15/11/2023,Engineering Goods,Fusion,Edm Precision Technologies Ltd,5163362,"1,135.00",,,,,,,,,,,,
DESNZ,UKAEA,15/11/2023,Engineering Goods,Fusion,Edmundson Electricals Ltd,5163259,"1,250.27",,,,,,,,,,,,
DESNZ,UKAEA,15/11/2023,Engineering Goods,Fusion,Edmundson Electricals Ltd,5163267,"1,478.75",,,,,,,,,,,,
DESNZ,UKAEA,15/11/2023,Engineering Goods,Fusion,Edmundson Electricals Ltd,5163268,"2,184.75",,,,,,,,,,,,
DESNZ,UKAEA,15/11/2023,Engineering Goods,Fusion,Edmundson Electricals Ltd,5163257,"5,871.58",,,,,,,,,,,,
DESNZ,UKAEA,15/11/2023,Engineering Goods,Fusion,Edmundson Electricals Ltd,5163248,"6,303.47",,,,,,,,,,,,
DESNZ,UKAEA,15/11/2023,Engineering Goods,Fusion,Edmundson Electricals Ltd,5163225,"2,019.34",,,,,,,,,,,,
DESNZ,UKAEA,15/11/2023,Engineering Goods,Other,Edmundson Electricals Ltd,5163288,"1,342.39",,,,,,,,,,,,
DESNZ,UKAEA,13/11/2023,Engineering Goods,Other,Edmundson Electricals Ltd,5163061,"1,375.35",,,,,,,,,,,,
DESNZ,UKAEA,28/11/2023,Engineering Goods,Property,Edmundson Electricals Ltd,5163950,585.00,,,,,,,,,,,,
DESNZ,UKAEA,28/11/2023,Engineering Goods,Property,Edmundson Electricals Ltd,5164179,"1,540.00",,,,,,,,,,,,
DESNZ,UKAEA,20/11/2023,Engineering Goods,Property,Edmundson Electricals Ltd,5163568,"8,747.36",,,,,,,,,,,,
DESNZ,UKAEA,15/11/2023,Engineering Goods,Property,Edmundson Electricals Ltd,5163314,"8,980.19",,,,,,,,,,,,
DESNZ,UKAEA,03/11/2023,Engineering Goods,Fusion,Edwards Limited,5162071,"1,605.45",,,,,,,,,,,,
DESNZ,UKAEA,09/11/2023,Engineering Goods,Fusion,EH Group Engineering AG,5162738,"9,700.00",,,,,,,,,,,,
DESNZ,UKAEA,09/11/2023,Engineering Goods,Fusion,EH Group Engineering AG,5162737,"38,800.00",,,,,,,,,,,,
DESNZ,UKAEA,23/11/2023,Engineering Goods,Fusion,Eksma Optics,5163706,"2,123.77",,,,,,,,,,,,
DESNZ,UKAEA,13/11/2023,Facilities,Fusion,Element Digital Engineering Ltd,5162900,"1,183.13",,,,,,,,,,,,
DESNZ,UKAEA,13/11/2023,Facilities,Fusion,Element Digital Engineering Ltd,5162900,"14,377.87",,,,,,,,,,,,
DESNZ,UKAEA,08/11/2023,Facilities,Other,Element Digital Engineering Ltd,5162787,"12,237.98",,,,,,,,,,,,
DESNZ,UKAEA,15/11/2023,Facilities,Other,Element Digital Engineering Ltd,5163301,"15,994.50",,,,,,,,,,,,
DESNZ,UKAEA,03/11/2023,Facilities,Fusion,Element Digital Engineering Ltd,5161644,"11,041.30",,,,,,,,,,,,
DESNZ,UKAEA,03/11/2023,Facilities,Fusion,Element Digital Engineering Ltd,5161644,"11,041.31",,,,,,,,,,,,
DESNZ,UKAEA,08/11/2023,Learning and Development,Fusion,Elevation Training & Development Ltd,5162479,600.00,,,,,,,,,,,,
DESNZ,UKAEA,22/11/2023,Relocation Costs,Other,Employee Expenses,20018744,541.00,,,,,,,,,,,,
DESNZ,UKAEA,22/11/2023,Relocation Costs,Other,Employee Expenses,20018744,559.00,,,,,,,,,,,,
DESNZ,UKAEA,08/11/2023,Relocation Costs,Fusion,Employee Expenses,20018464,532.00,,,,,,,,,,,,
DESNZ,UKAEA,08/11/2023,Relocation Costs,Fusion,Employee Expenses,20018464,595.00,,,,,,,,,,,,
DESNZ,UKAEA,03/11/2023,Travel,Fusion,Employee Expenses,20018297,930.00,,,,,,,,,,,,
DESNZ,UKAEA,22/11/2023,Travel,Fusion,Employee Expenses,20018739,"1,059.69",,,,,,,,,,,,
DESNZ,UKAEA,03/11/2023,Travel,Fusion,Employee Expenses,20018280,"1,223.77",,,,,,,,,,,,
DESNZ,UKAEA,08/11/2023,Employees' Professional Subscriptions (Staff Costs),Fusion,Employee Expenses,20018448,555.93,,,,,,,,,,,,
DESNZ,UKAEA,08/11/2023,Other Employee Expenses,Fusion,Employee Expenses,20018440,943.00,,,,,,,,,,,,
DESNZ,UKAEA,08/11/2023,Other Employee Expenses,Fusion,Employee Expenses,20018440,"2,115.00",,,,,,,,,,,,
DESNZ,UKAEA,28/11/2023,Relocation Costs,Fusion,Employee Expenses,20018822,633.89,,,,,,,,,,,,
DESNZ,UKAEA,28/11/2023,Relocation Costs,Fusion,Employee Expenses,20018822,771.39,,,,,,,,,,,,
DESNZ,UKAEA,03/11/2023,Travel,Fusion,Employee Expenses,20018375,825.44,,,,,,,,,,,,
DESNZ,UKAEA,15/11/2023,Other Employee Expenses,Fusion,Employee Expenses,20018655,979.00,,,,,,,,,,,,
DESNZ,UKAEA,15/11/2023,Other Employee Expenses,Fusion,Employee Expenses,20018655,"1,248.00",,,,,,,,,,,,
DESNZ,UKAEA,28/11/2023,Learning and Development,Support Services,Employee Expenses,20018844,506.00,,,,,,,,,,,,
DESNZ,UKAEA,28/11/2023,Relocation Costs,Support Services,Employee Expenses,20018862,685.00,,,,,,,,,,,,
DESNZ,UKAEA,08/11/2023,Relocation Costs,Support Services,Employee Expenses,20018505,"1,419.23",,,,,,,,,,,,
DESNZ,UKAEA,03/11/2023,Learning and Development,Support Services,Employee Expenses,20018333,"1,798.00",,,,,,,,,,,,
DESNZ,UKAEA,28/11/2023,Relocation Costs,Support Services,Employee Expenses,20018862,"3,000.00",,,,,,,,,,,,
DESNZ,UKAEA,20/11/2023,Other Employee Expenses,Property,Employee Expenses,20018702,"1,219.00",,,,,,,,,,,,
DESNZ,UKAEA,20/11/2023,Other Employee Expenses,Property,Employee Expenses,20018702,"1,872.00",,,,,,,,,,,,
DESNZ,UKAEA,03/11/2023,Other Employee Expenses,Other,Employee Expenses,20018397,"-3,194.43",,,,,,,,,,,,
DESNZ,UKAEA,13/11/2023,Other Employee Expenses,Other,Employee Expenses,20018552,-644.47,,,,,,,,,,,,
DESNZ,UKAEA,22/11/2023,Relocation Costs,Other,Employee Expenses,20018756,596.64,,,,,,,,,,,,
DESNZ,UKAEA,22/11/2023,Relocation Costs,Other,Employee Expenses,20018756,636.48,,,,,,,,,,,,
DESNZ,UKAEA,22/11/2023,Other Employee Expenses,Other,Employee Expenses,20018767,642.52,,,,,,,,,,,,
DESNZ,UKAEA,03/11/2023,Relocation Costs,Other,Employee Expenses,20018372,979.00,,,,,,,,,,,,
DESNZ,UKAEA,13/11/2023,Relocation Costs,Other,Employee Expenses,20018538,"1,084.52",,,,,,,,,,,,
DESNZ,UKAEA,03/11/2023,Relocation Costs,Other,Employee Expenses,20018372,"1,248.00",,,,,,,,,,,,
DESNZ,UKAEA,28/11/2023,Relocation Costs,Other,Employee Expenses,20018817,"1,523.10",,,,,,,,,,,,
DESNZ,UKAEA,13/11/2023,Other Employee Expenses,Other,Employee Expenses,20018552,"2,932.94",,,,,,,,,,,,
DESNZ,UKAEA,13/11/2023,Other Employee Expenses,Other,Employee Expenses,20018553,"2,932.94",,,,,,,,,,,,
DESNZ,UKAEA,13/11/2023,Other Employee Expenses,Other,Employee Expenses,20018525,"3,498.26",,,,,,,,,,,,
DESNZ,UKAEA,13/11/2023,Other Employee Expenses,Other,Employee Expenses,20018543,"3,500.39",,,,,,,,,,,,
DESNZ,UKAEA,15/11/2023,Other Employee Expenses,Other,Employee Expenses,20018631,"3,500.39",,,,,,,,,,,,
DESNZ,UKAEA,29/11/2023,Other Employee Expenses,Other,Employee Expenses,20018715,"3,515.39",,,,,,,,,,,,
DESNZ,UKAEA,03/11/2023,Travel,Other,Employee Expenses,20018364,"4,057.96",,,,,,,,,,,,
DESNZ,UKAEA,13/11/2023,Travel,Other,Employee Expenses,20018551,"4,070.99",,,,,,,,,,,,
DESNZ,UKAEA,13/11/2023,Other Employee Expenses,Other,Employee Expenses,20018524,"4,078.08",,,,,,,,,,,,
DESNZ,UKAEA,08/11/2023,Other Employee Expenses,Other,Employee Expenses,20018404,"4,785.25",,,,,,,,,,,,
DESNZ,UKAEA,22/11/2023,Relocation Costs,Other,Employee Expenses,20018756,"4,950.00",,,,,,,,,,,,
DESNZ,UKAEA,03/11/2023,Other Employee Expenses,Other,Employee Expenses,20018397,"5,503.02",,,,,,,,,,,,
DESNZ,UKAEA,22/11/2023,Other Employee Expenses,Other,Employee Expenses,20018763,"5,511.67",,,,,,,,,,,,
DESNZ,UKAEA,13/11/2023,Other Employee Expenses,Other,Employee Expenses,20018550,"6,182.44",,,,,,,,,,,,
DESNZ,UKAEA,15/11/2023,Entertainment - Business,Fusion,Employee Expenses,20018657,574.20,,,,,,,,,,,,
DESNZ,UKAEA,03/11/2023,Other Employee Expenses,Fusion,Employee Expenses,20018285,643.28,,,,,,,,,,,,
DESNZ,UKAEA,03/11/2023,Travel,Other,Employee Expenses,20018342,"1,136.56",,,,,,,,,,,,
DESNZ,UKAEA,08/11/2023,Facilities,Fusion,Engineering Analysis Services Ltd,5162662,"8,724.70",,,,,,,,,,,,
DESNZ,UKAEA,03/11/2023,Engineering Goods,Fusion,Engineering Solutions & Automation Limited,5162008,"3,760.96",,,,,,,,,,,,
DESNZ,UKAEA,22/11/2023,Professional Services,Fusion,Environment Agency,5163686,"1,573.00",,,,,,,,,,,,
DESNZ,UKAEA,08/11/2023,Research,Other,Environment Agency,5162693,"84,547.20",,,,,,,,,,,,
DESNZ,UKAEA,28/11/2023,Professional Services,Other,Equiniti,5163829,"4,030.00",,,,,,,,,,,,
DESNZ,UKAEA,28/11/2023,Professional Services,Other,Equiniti,5163828,"103,995.05",,,,,,,,,,,,
DESNZ,UKAEA,28/11/2023,Construction,Property,EW Beard Ltd,5163989,"86,848.00",,,,,,,,,,,,
DESNZ,UKAEA,15/11/2023,Construction,Property,EW Beard Ltd,5162937,"102,154.00",,,,,,,,,,,,
DESNZ,UKAEA,29/11/2023,Professional Services,Other,Executive Relocations,5164213,"2,393.64",,,,,,,,,,,,
DESNZ,UKAEA,09/11/2023,Professional Services,Other,Executive Relocations,5161892,"6,761.52",,,,,,,,,,,,
DESNZ,UKAEA,13/11/2023,Engineering Goods,Fusion,Factair Ltd,5163063,503.00,,,,,,,,,,,,
DESNZ,UKAEA,13/11/2023,Engineering Goods,Fusion,Factair Ltd,5163063,"1,107.00",,,,,,,,,,,,
DESNZ,UKAEA,13/11/2023,Engineering Goods,Fusion,Factair Ltd,5162929,"1,540.00",,,,,,,,,,,,
DESNZ,UKAEA,20/11/2023,Learning and Development,Support Services,Fairy Job Mother Limited,5163663,"1,999.00",,,,,,,,,,,,
DESNZ,UKAEA,28/11/2023,Construction,Fusion,Faithful+Gould Ltd,5164064,"4,010.40",,,,,,,,,,,,
DESNZ,UKAEA,08/11/2023,Construction,Property,Faithful+Gould Ltd,5162418,879.20,,,,,,,,,,,,
DESNZ,UKAEA,08/11/2023,Construction,Property,Faithful+Gould Ltd,5162432,"1,318.80",,,,,,,,,,,,
DESNZ,UKAEA,08/11/2023,Construction,Property,Faithful+Gould Ltd,5162417,"1,758.40",,,,,,,,,,,,
DESNZ,UKAEA,08/11/2023,Construction,Property,Faithful+Gould Ltd,5162432,"2,574.80",,,,,,,,,,,,
DESNZ,UKAEA,08/11/2023,Construction,Property,Faithful+Gould Ltd,5162417,"3,768.00",,,,,,,,,,,,
DESNZ,UKAEA,08/11/2023,Construction,Property,Faithful+Gould Ltd,5162418,"7,504.60",,,,,,,,,,,,
DESNZ,UKAEA,13/11/2023,Professional Services,Property,Faithful+Gould Ltd,5163106,"29,954.05",,,,,,,,,,,,
DESNZ,UKAEA,08/11/2023,Construction,Property,Faithful+Gould Ltd,5162432,"1,099.00",,,,,,,,,,,,
DESNZ,UKAEA,08/11/2023,Construction,Property,Faithful+Gould Ltd,5162417,"1,758.40",,,,,,,,,,,,
DESNZ,UKAEA,28/11/2023,Construction,Property,Faithful+Gould Ltd,5163947,"2,067.00",,,,,,,,,,,,
DESNZ,UKAEA,28/11/2023,Construction,Property,Faithful+Gould Ltd,5163948,"4,300.00",,,,,,,,,,,,
DESNZ,UKAEA,03/11/2023,Professional Services,Property,Faithful+Gould Ltd,5162033,"6,147.75",,,,,,,,,,,,
DESNZ,UKAEA,03/11/2023,Professional Services,Property,Faithful+Gould Ltd,5161916,"7,611.50",,,,,,,,,,,,
DESNZ,UKAEA,28/11/2023,Professional Services,Property,Faithful+Gould Ltd,5164021,"8,782.50",,,,,,,,,,,,
DESNZ,UKAEA,03/11/2023,Construction,Property,Faithful+Gould Ltd,5161675,"14,250.00",,,,,,,,,,,,
DESNZ,UKAEA,03/11/2023,Construction,Other,Faithful+Gould Ltd,5161846,"18,987.31",,,,,,,,,,,,
DESNZ,UKAEA,20/11/2023,Engineering Goods,Fusion,Farnell Electronic Components Ltd,5163420,918.96,,,,,,,,,,,,
DESNZ,UKAEA,03/11/2023,Engineering Goods,Fusion,Farnell Electronic Components Ltd,5161711,"1,503.00",,,,,,,,,,,,
DESNZ,UKAEA,15/11/2023,Engineering Goods,Other,Farnell Electronic Components Ltd,5163297,"3,558.00",,,,,,,,,,,,
DESNZ,UKAEA,03/11/2023,Facilities,Fusion,Feedwater Ltd,5162081,749.00,,,,,,,,,,,,
DESNZ,UKAEA,03/11/2023,Engineering Goods,Fusion,Feedwater Ltd,5162080,948.50,,,,,,,,,,,,
DESNZ,UKAEA,13/11/2023,Engineering Goods,Fusion,Feedwater Ltd,5162897,"3,218.00",,,,,,,,,,,,
