Department,Entity,Pay Date,Product Family,Expense area,Supplier Name,Transaction Number,Net Amount
DESNZ,UKAEA,23/05/2023,Hired Agency Staff - Rullion CMF/PO,Fusion,Rullion Engineering Ltd,5148832,"7,227.60"
DESNZ,UKAEA,23/05/2023,Hired Agency Staff - Rullion CMF/PO,Support Services,Rullion Engineering Ltd,5148833,"5,058.19"
DESNZ,UKAEA,23/05/2023,Engineering Goods,Fusion,Scientific Manufacturing Solution Ltd,5148834,"5,277.00"
DESNZ,UKAEA,23/05/2023,Hired Agency Staff - Rullion CMF/PO,Support Services,Rullion Engineering Ltd,5148835,"5,414.17"
DESNZ,UKAEA,23/05/2023,Hired Agency Staff - Rullion CMF/PO,Fusion,Rullion Engineering Ltd,5148836,"6,618.38"
DESNZ,UKAEA,23/05/2023,Hired Agency Staff - Rullion CMF/PO,Fusion,Rullion Engineering Ltd,5148837,"8,374.65"
DESNZ,UKAEA,23/05/2023,Hired Agency Staff - Rullion CMF/PO,Fusion,Rullion Engineering Ltd,5148838,"5,441.78"
DESNZ,UKAEA,23/05/2023,Hired Agency Staff - Rullion CMF/PO,Fusion,Rullion Engineering Ltd,5148839,"3,550.37"
DESNZ,UKAEA,23/05/2023,Hired Agency Staff - Rullion CMF/PO,Other,Rullion Engineering Ltd,5148840,"10,815.75"
DESNZ,UKAEA,23/05/2023,Hired Agency Staff - Rullion CMF/PO,Other,Rullion Engineering Ltd,5148841,"10,564.95"
DESNZ,UKAEA,23/05/2023,Hired Agency Staff - Rullion CMF/PO,Fusion,Rullion Engineering Ltd,5148842,"6,618.38"
DESNZ,UKAEA,23/05/2023,ICT,Property,Computacenter UK Ltd,5148844,"5,323.62"
DESNZ,UKAEA,23/05/2023,Hired Agency Staff - Rullion CMF/PO,Support Services,Rullion Engineering Ltd,5148845,"11,155.71"
DESNZ,UKAEA,23/05/2023,Engineering Goods,Fusion,EM Electronics Ltd,5148846,"2,529.50"
DESNZ,UKAEA,23/05/2023,Hired Agency Staff - Rullion CMF/PO,Fusion,Rullion Engineering Ltd,5148847,"8,394.67"
DESNZ,UKAEA,23/05/2023,Hired Agency Staff - Rullion CMF/PO,Fusion,Rullion Engineering Ltd,5148849,"2,633.19"
DESNZ,UKAEA,23/05/2023,Hired Agency Staff - Rullion CMF/PO,Fusion,Rullion Engineering Ltd,5148850,"5,719.87"
DESNZ,UKAEA,23/05/2023,Hired Agency Staff - Rullion CMF/PO,Fusion,Rullion Engineering Ltd,5148851,"3,196.49"
DESNZ,UKAEA,23/05/2023,Construction,Support Services,Altrad Babcock Limited,5148854,"16,326.07"
DESNZ,UKAEA,23/05/2023,Personnel Related,Fusion,Nuvia Limited,5148856,"1,507.70"
DESNZ,UKAEA,23/05/2023,Personnel Related,Fusion,Nuvia Limited,5148856,"14,887.25"
DESNZ,UKAEA,23/05/2023,Engineering Goods,Fusion,Edmundson Electricals Ltd,5148857,532.27
DESNZ,UKAEA,23/05/2023,Hired Agency Staff - Rullion CMF/PO,Fusion,Rullion Engineering Ltd,5148863,"2,110.28"
DESNZ,UKAEA,23/05/2023,Hired Agency Staff - Rullion CMF/PO,Support Services,Rullion Engineering Ltd,5148864,"2,101.73"
DESNZ,UKAEA,23/05/2023,Hired Agency Staff - Rullion CMF/PO,Fusion,Rullion Engineering Ltd,5148865,"3,722.22"
DESNZ,UKAEA,23/05/2023,Fleet,Fusion,Rabbits Vehicle Hire,5148866,685.72
DESNZ,UKAEA,23/05/2023,Professional Services,Other,Equiniti,5148867,"99,400.52"
DESNZ,UKAEA,23/05/2023,Professional Services,Fusion,Burges Salmon,5148868,"-2,500.00"
DESNZ,UKAEA,23/05/2023,Research,Fusion,Atkins Ltd,5148872,"22,313.05"
DESNZ,UKAEA,23/05/2023,Facilities,Fusion,Element Digital Engineering Ltd,5148873,"14,364.00"
DESNZ,UKAEA,23/05/2023,Research,Other,DigiLab Solutions Ltd,5148875,"85,900.00"
DESNZ,UKAEA,23/05/2023,Hired Agency Staff - Rullion CMF/PO,Support Services,Rullion Engineering Ltd,5148876,"13,513.11"
DESNZ,UKAEA,23/05/2023,ICT,Fusion,Oracle Corporation UK Limited,5148877,"1,702.60"
DESNZ,UKAEA,23/05/2023,ICT,Fusion,Oracle Corporation UK Limited,5148878,"4,124.30"
DESNZ,UKAEA,23/05/2023,Hired Agency Staff - Rullion CMF/PO,Fusion,Rullion Engineering Ltd,5148879,"1,362.48"
DESNZ,UKAEA,23/05/2023,ICT,Fusion,Computacenter UK Ltd,5148881,842
DESNZ,UKAEA,23/05/2023,Engineering Goods,Fusion,RS Components Ltd,5148883,528.36
DESNZ,UKAEA,23/05/2023,Hired Agency Staff - Rullion CMF/PO,Other,Rullion Engineering Ltd,5148885,"4,203.58"
DESNZ,UKAEA,23/05/2023,Hired Agency Staff - Rullion CMF/PO,Fusion,Rullion Engineering Ltd,5148891,"6,319.61"
DESNZ,UKAEA,23/05/2023,Hired Agency Staff - Rullion CMF/PO,Fusion,Rullion Engineering Ltd,5148892,"3,509.68"
